HGNC_ID	Gene	Ensemble_ID	Entrez_ID	Inheritance	Phenotype(s)	OMIM_ID	Panel(s)
HGNC:11022	SLC35A2	ENSG00000102100	7355	XL	"DEE, MCD"	314375	"AusPanelApp, ClinGen, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:20862	SLC39A8	ENSG00000138821	64116	AR	DEE	608732	"AusPanelApp, BluePrint"
HGNC:30521	SLC46A1	ENSG00000076351	113235	AR	DEE	611672	"AusPanelApp, Fulgent, BluePrint"
HGNC:11041	SLC5A6	ENSG00000138074	8884	AR	DEE	604024	AusPanelApp
HGNC:11055	SLC6A8	ENSG00000130821	6535	XL	DEE	300036	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:11098	SMARCA2	ENSG00000080503	6595	AD	DEE	600014	"AusPanelApp, Fulgent, GeneDx, BluePrint"
HGNC:11100	SMARCA4	ENSG00000127616	6597	AD	DEE	603254	NA
HGNC:11103	SMARCB1	ENSG00000099956	6598	AD	DEE	601607	AusPanelApp
HGNC:11105	SMARCC2	ENSG00000139613	6601	AD	DEE	601734	AusPanelApp
HGNC:11109	SMARCE1	ENSG00000073584	6605	AD	DEE	603111	NA
HGNC:11123	SMS	ENSG00000102172	6611	XL	DEE	300105	"AusPanelApp, Fulgent, BluePrint"
HGNC:11133	SNAP29	ENSG00000099940	9342	AR	"DEE, MCD"	604202	NA
HGNC:30587	SNIP1	ENSG00000163877	79753	AR	DEE	608241	NA
HGNC:32952	SNORD118	ENSG00000200463	727676	AR	"DEE, MCD"	616663	"AusPanelApp, BluePrint"
HGNC:11183	SON	ENSG00000159140	6651	AD	"DEE, MCD"	182465	NA
HGNC:11191	SOX11	ENSG00000176887	6664	AD	DEE	600898	NA
HGNC:28762	SPATA5L1	ENSG00000171763	79029	AR	DEE	NA	AusPanelApp
HGNC:11257	SPR	ENSG00000116096	6697	AR	DEE	182125	AusPanelApp
HGNC:11275	SPTBN1	ENSG00000115306	6711	AD	DEE	182790	AusPanelApp
HGNC:14896	SPTBN4	ENSG00000160460	57731	AR	DEE	606214	"AusPanelApp, BluePrint"
HGNC:16974	SRCAP	ENSG00000080603	10847	AD	DEE	611421	NA
HGNC:10866	ST3GAL3	ENSG00000126091	6487	AR	DEE	606494	"Fulgent, Invitae, BluePrint"
HGNC:10872	ST3GAL5	ENSG00000115525	8869	AR	DEE	604402	"AusPanelApp, ClinGen, Fulgent, Invitae, BluePrint"
HGNC:11354	STAG1	ENSG00000118007	10274	AD	DEE	604358	AusPanelApp
HGNC:16950	STAMBP	ENSG00000124356	10617	AR	"DEE, MCD"	606247	AusPanelApp
HGNC:30172	STRADA	ENSG00000266173	92335	AR	"DEE, MCD"	608626	"AusPanelApp, Invitae, BluePrint"
HGNC:11448	SUCLA2	ENSG00000136143	8803	AR	DEE	603921	AusPanelApp
HGNC:11449	SUCLG1	ENSG00000163541	8802	AR	DEE	611224	NA
HGNC:20376	SUMF1	ENSG00000144455	285362	AR	DEE	607939	"Fulgent, Invitae, BluePrint"
HGNC:11460	SUOX	ENSG00000139531	6821	AR	DEE	606887	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:11474	SURF1	ENSG00000148290	6834	AR	DEE	185620	"AusPanelApp, Fulgent, Invitae"
HGNC:17089	SYNE1	ENSG00000131018	23345	AR	PME	608441	NA
HGNC:11503	SYNJ1	ENSG00000159082	8867	AR	DEE	604297	"AusPanelApp, ClinGen, Invitae, BluePrint"
HGNC:11534	TAF1C	ENSG00000103168	9013	AR	DEE	604905	NA
HGNC:17300	TAF8	ENSG00000137413	129685	AR	DEE	609514	AusPanelApp
HGNC:30212	TANC2	ENSG00000170921	26115	AD	DEE	615047	NA
HGNC:25439	TANGO2	ENSG00000183597	128989	AR	DEE	616830	"AusPanelApp, Invitae, BluePrint"
HGNC:29259	TAOK1	ENSG00000160551	57551	AD	DEE	610266	NA
HGNC:30740	TARS2	ENSG00000143374	80222	AR	DEE	612805	AusPanelApp
HGNC:16133	TBC1D20	ENSG00000125875	128637	AR	"DEE, MCD"	611663	BluePrint
HGNC:29183	TBC1D2B	ENSG00000167202	23102	AR	DEE	NA	AusPanelApp
HGNC:21066	TBC1D7	ENSG00000145979	51256	AR	"DEE, MCD"	612655	NA
HGNC:11581	TBCD	ENSG00000141556	6904	AR	DEE	604649	"AusPanelApp, BluePrint"
HGNC:28261	TBCK	ENSG00000145348	93627	AR	DEE	616899	"AusPanelApp, Invitae, BluePrint"
HGNC:11596	TBX19	ENSG00000143178	9095	AR	DEE	604614	AusPanelApp
HGNC:17768	TDP2	ENSG00000111802	51567	AR	DEE	605764	AusPanelApp
HGNC:28313	TET3	ENSG00000187605	200424	AD/AR	DEE	613555	NA
HGNC:11752	TFE3	ENSG00000068323	7030	XL	DEE	314310	AusPanelApp
HGNC:11776	TGIF1	ENSG00000177426	7050	AD	"DEE, MCD"	602630	NA
HGNC:26053	THG1L	ENSG00000113272	54974	AR	DEE	NA	NA
HGNC:19073	THOC2	ENSG00000125676	57187	XL	DEE	300395	NA
HGNC:11805	TIAM1	ENSG00000156299	7074	AR	DEE	600687	AusPanelApp
HGNC:23656	TIMM50	ENSG00000105197	92609	AR	DEE	607381	AusPanelApp
HGNC:11831	TK2	ENSG00000166548	7084	AR	DEE	188250	"Invitae, BluePrint"
HGNC:11842	TLK2	ENSG00000146872	11011	AD	DEE	608439	NA
HGNC:22407	TMEM106B	ENSG00000106460	54664	AD	"DEE, MCD"	613413	NA
HGNC:25363	TMEM222	ENSG00000186501	84065	AR	DEE	NA	AusPanelApp
HGNC:26050	TMEM70	ENSG00000175606	54968	AR	DEE	612418	Fulgent
HGNC:26899	TMTC3	ENSG00000139324	160418	AR	"DEE, MCD"	617218	AusPanelApp
HGNC:30739	TMX2	ENSG00000213593	51075	AR	"DEE, MCD"	616715	AusPanelApp
HGNC:19998	TNPO2	ENSG00000105576	30000	AD	DEE	603002	AusPanelApp
HGNC:17358	TPK1	ENSG00000196511	27010	AR	DEE	606370	"Invitae, BluePrint"
HGNC:20456	TRAF7	ENSG00000131653	84231	AD	DEE	606692	NA
HGNC:29947	TRAK1	ENSG00000182606	22906	AR	DEE	608112	"AusPanelApp, BluePrint"
HGNC:11868	TRAPPC10	ENSG00000160218	7109	AR	DEE	602103	AusPanelApp
HGNC:24284	TRAPPC12	ENSG00000171853	51112	AR	DEE	614139	AusPanelApp
HGNC:23066	TRAPPC6B	ENSG00000182400	122553	AR	DEE	610397	AusPanelApp
HGNC:17761	TREM2	ENSG00000095970	54209	AR	DEE	605086	NA
HGNC:12269	TREX1	ENSG00000213689	11277	AR	DEE	606609	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:15579	TRIM8	ENSG00000171206	81603	AD	DEE	606125	"AusPanelApp, Invitae, BluePrint"
HGNC:12303	TRIO	ENSG00000038382	7204	AD	DEE	601893	NA
HGNC:12306	TRIP12	ENSG00000153827	9320	AD	DEE	604506	NA
HGNC:20286	TRIT1	ENSG00000043514	54802	AR	DEE	617840	BluePrint
HGNC:25980	TRMT1	ENSG00000104907	55621	AR	DEE	611669	NA
HGNC:28403	TRMT10A	ENSG00000145331	93587	AR	DEE	616013	NA
HGNC:17995	TRPM6	ENSG00000119121	140803	AR	DEE	607009	AusPanelApp
HGNC:12347	TRRAP	ENSG00000196367	8295	AD	DEE	603015	AusPanelApp
HGNC:16791	TSEN15	ENSG00000198860	116461	AR	"DEE, MCD"	608756	NA
HGNC:28422	TSEN2	ENSG00000154743	80746	AR	"DEE, MCD"	608753	"AusPanelApp, Fulgent"
HGNC:15506	TSEN34	ENSG00000170892	79042	AR	"DEE, MCD"	608754	Fulgent
HGNC:27561	TSEN54	ENSG00000182173	283989	AR	"DEE, MCD"	608755	"AusPanelApp, Fulgent"
HGNC:12367	TSFM	ENSG00000123297	10102	AR	DEE	604723	"AusPanelApp, Invitae, BluePrint"
HGNC:12410	TUBA8	ENSG00000183785	51807	AR	"DEE, MCD"	605742	Fulgent
HGNC:20778	TUBB	ENSG00000196230	203068	AD	"DEE, MCD"	191130	AusPanelApp
HGNC:20774	TUBB4A	ENSG00000104833	10382	AD	MCD	602662	"AusPanelApp, BluePrint"
HGNC:12417	TUBG1	ENSG00000131462	7283	AD	"DEE, MCD"	191135	AusPanelApp
HGNC:18599	TUBGCP2	ENSG00000130640	10844	AR	"DEE, MCD"	617817	NA
HGNC:18127	TUBGCP6	ENSG00000128159	85378	AR	DEE	610053	AusPanelApp
HGNC:1160	TWNK	ENSG00000107815	56652	AR	DEE	606075	Fulgent
HGNC:29877	UBAP2L	ENSG00000143569	9898	AD	DEE	616472	NA
HGNC:20344	UBR7	ENSG00000012963	55148	AR	DEE	613816	AusPanelApp
HGNC:12511	UBTF	ENSG00000108312	7343	AD	DEE	600673	BluePrint
HGNC:20597	UFM1	ENSG00000120686	51569	AR	"DEE, MCD"	610553	AusPanelApp
HGNC:25640	UFSP2	ENSG00000109775	55325	AR	DEE	611482	AusPanelApp
HGNC:12563	UMPS	ENSG00000114491	7372	AR	DEE	613891	AusPanelApp
HGNC:12616	USP18	ENSG00000184979	11274	AR	DEE	607057	NA
HGNC:12643	VAMP2	ENSG00000220205	6844	AD	DEE	185881	"AusPanelApp, BluePrint"
HGNC:12651	VARS1	ENSG00000204394	7407	AR	DEE	192150	"AusPanelApp, BluePrint"
HGNC:21642	VARS2	ENSG00000137411	57176	AR	DEE	612802	AusPanelApp
HGNC:12698	VLDLR	ENSG00000147852	7436	AR	MCD	192977	NA
HGNC:14583	VPS11	ENSG00000160695	55823	AR	"DEE, MCD"	608549	AusPanelApp
HGNC:13488	VPS4A	ENSG00000132612	27183	AD	DEE	609982	AusPanelApp
HGNC:17327	WAC	ENSG00000095787	51322	AD	DEE	615049	NA
HGNC:12730	WARS2	ENSG00000116874	10352	AR	DEE	604733	"AusPanelApp, BluePrint"
HGNC:12732	WASF1	ENSG00000112290	8936	AD	DEE	605035	"AusPanelApp, BluePrint"
HGNC:29174	WASHC4	ENSG00000136051	23325	AR	DEE	615748	NA
HGNC:20751	WDFY3	ENSG00000163625	23001	AD	DEE	617485	NA
HGNC:21208	WDR26	ENSG00000162923	80232	AD	DEE	617424	"AusPanelApp, BluePrint"
HGNC:31406	WDR37	ENSG00000047056	22884	AD	DEE	NA	AusPanelApp
HGNC:25072	WDR45B	ENSG00000141580	56270	AR	DEE	609226	AusPanelApp
HGNC:25928	WDR73	ENSG00000177082	84942	AR	DEE	616144	AusPanelApp
HGNC:14543	WNK3	ENSG00000196632	65267	XL	DEE	300358	AusPanelApp
HGNC:12827	XPR1	ENSG00000143324	9213	AD	MCD	605237	NA
HGNC:30511	YIF1B	ENSG00000167645	90522	AR	DEE	NA	NA
HGNC:24877	YIPF5	ENSG00000145817	81555	AR	DEE	611483	AusPanelApp
HGNC:13030	ZBTB18	ENSG00000179456	10472	AD	"DEE, MCD"	608433	AusPanelApp
HGNC:12873	ZIC2	ENSG00000043355	7546	AD	"DEE, MCD"	603073	Fulgent
HGNC:16493	ZMIZ1	ENSG00000108175	57178	AD	DEE	607159	NA
HGNC:16966	ZMYND11	ENSG00000015171	10771	AD	"DEE, MCD"	608668	AusPanelApp
HGNC:9397	ZMYND8	ENSG00000101040	23613	AD	DEE	615713	NA
HGNC:12927	ZNF142	ENSG00000115568	7701	AR	DEE	604083	AusPanelApp
HGNC:15807	ZNF335	ENSG00000198026	63925	AR	DEE	610827	NA
HGNC:29415	ZNF526	ENSG00000167625	116115	AR	DEE	614387	AusPanelApp
HGNC:12309	ZNHIT3	ENSG00000108278	9326	AR	DEE	604500	"AusPanelApp, BluePrint"
HGNC:29316	ZSWIM6	ENSG00000130449	57688	AD	DEE	615951	"Invitae, BluePrint"
